Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-05-03,128.60637073689202,130.58359545105438,128.401839986388,129.09336853027344,75135100,0.0,0.0
2021-05-04,127.77848641989287,128.070688075214,123.40524078183631,124.52533721923828,137564700,0.0,0.0
2021-05-05,125.84021547722773,127.05770985077288,124.64220517501703,124.76882934570312,84000900,0.0,0.0
2021-05-06,124.56430537762937,126.37593791446682,123.82406658932013,126.36620330810547,78128300,0.0,0.0
2021-05-07,127.66378295557222,128.06378806137542,126.32713259923071,127.03936767578125,78973300,0.22,0.0
2021-05-10,126.25889234153651,126.3857167405833,123.72219593923793,123.76122283935547,88071200,0.0,0.0
2021-05-11,120.49275831659119,123.19530516720471,119.78053064001386,122.84407806396484,126142800,0.0,0.0
2021-05-12,120.39522003263365,121.60502403427476,119.27322096428664,119.78055572509766,112172300,0.0,0.0
2021-05-13,121.54646856304096,123.07823863645709,121.23426088704589,121.92697143554688,105861300,0.0,0.0
2021-05-14,123.17580356771927,124.7758688561986,122.78554210729591,124.3465805053711,81918000,0.0,0.0
2021-05-17,123.73195358559416,123.83927569919736,122.12212932516609,123.19534301757812,74244600,0.0,0.0
2021-05-18,123.47825894714309,123.8977887358132,121.74160317568686,121.80989837646484,63342900,0.0,0.0
2021-05-19,120.16105011854478,121.87818865261369,119.86835215925528,121.65379333496094,92612000,0.0,0.0
2021-05-20,122.18063773268084,124.61000384937135,122.05379848438088,124.2099838256836,76857100,0.0,0.0
2021-05-21,124.70758107227505,124.8831983677244,122.16113401006866,122.37577819824219,79295400,0.0,0.0
2021-05-24,122.94165678285485,124.82466155300955,122.87336158160026,124.00511169433594,63092900,0.0,0.0
2021-05-25,124.70758616767343,125.19541862484827,123.24411112700588,123.80998992919922,72009500,0.0,0.0
2021-05-26,123.86854495377364,124.28807482551193,123.34169296761718,123.76122283935547,56575900,0.0,0.0
2021-05-27,123.36120412853428,124.53198130053191,122.03431936367312,122.22944641113281,94625600,0.0,0.0
2021-05-28,122.51236002849775,122.736762785055,121.51720038633076,121.57573699951172,71311100,0.0,0.0
2021-06-01,122.03430717883234,122.2977294109628,120.92206674340329,121.2537841796875,67637100,0.0,0.0
2021-06-02,121.25375721746093,122.19038014199401,121.02936192954658,122.01476287841797,59278900,0.0,0.0
2021-06-03,121.64401659774775,121.80987527623792,120.13175643979874,120.53177642822266,76229200,0.0,0.0
2021-06-04,121.04889463757115,123.08800699874061,120.83425044759345,122.82457733154297,75169300,0.0,0.0
2021-06-07,123.09774990370911,123.24409888195902,121.79038257021139,122.8343276977539,71057600,0.0,0.0
2021-06-08,123.51727923465421,125.33199613747028,123.13677635872094,123.65386962890625,74403800,0.0,0.0
2021-06-09,124.11243947005046,124.63929137968418,123.43923856713752,124.03438568115234,56877900,0.0,0.0
2021-06-10,123.9270603510902,125.06857651400928,122.87336400291547,123.03922271728516,71186400,0.0,0.0
2021-06-11,123.4489755912786,124.33682053678962,123.02944585374593,124.24900817871094,53522400,0.0,0.0
2021-06-14,124.70756306020407,127.36132438958391,123.97582567545629,127.30278778076172,96906500,0.0,0.0
2021-06-15,126.77596672295411,127.41989931286103,126.23935623136502,126.48326873779297,62746300,0.0,0.0
2021-06-16,127.19551735224188,127.70285964677515,125.33203670334922,126.98087310791016,91815000,0.0,0.0
2021-06-17,126.63936820067508,129.32240559947226,126.49301177385304,128.58090209960938,96721700,0.0,0.0
2021-06-18,127.52719951288445,128.3077074896389,127.06864288856177,127.28328704833984,108953300,0.0,0.0
2021-06-21,127.12716125698881,129.18578275784907,126.06370663710283,129.07846069335938,79663300,0.0,0.0
2021-06-22,128.91263161271146,130.8151460223462,128.4150406144124,130.7175750732422,74783600,0.0,0.0
2021-06-23,130.51269961588608,131.04931007255976,129.98584029942936,130.44439697265625,60214200,0.0,0.0
2021-06-24,131.1761533209972,131.36152922245495,129.69316099657445,130.16148376464844,68711000,0.0,0.0
2021-06-25,130.2102425761428,130.6297648884673,129.57606120699057,129.86875915527344,70783700,0.0,0.0
2021-06-28,130.1614570490265,131.95664929646315,130.10292043684166,131.4980926513672,62111300,0.0,0.0
2021-06-29,131.51764764633526,133.16649883756983,131.0786080414317,133.01039123535156,64556100,0.0,0.0
2021-06-30,132.854213168593,134.06402411325243,132.56151529148786,133.62498474121094,63261400,0.0,0.0
2021-07-01,133.27377610064684,133.98599632611845,132.45421890843855,133.92745971679688,52485800,0.0,0.0
2021-07-02,134.5421050302235,136.59097561940857,134.3957635112395,136.5519561767578,78852600,0.0,0.0
2021-07-06,136.65929888430668,139.66428770082487,136.65929888430668,138.5618133544922,108181800,0.0,0.0
2021-07-07,140.0447648918188,141.36189806872017,139.18620319634806,141.04969787597656,104911600,0.0,0.0
2021-07-08,138.1325533693018,140.55216163148216,137.24470813835896,139.75213623046875,105575500,0.0,0.0
2021-07-09,139.27403406481795,142.10341304013653,139.17646311232951,141.57656860351562,99890800,0.0,0.0
2021-07-12,142.64976728517905,142.7570893612842,140.49357462424308,140.9813995361328,76299700,0.0,0.0
2021-07-13,140.52284633857775,143.8693330567253,140.13259235448814,142.09364318847656,100827100,0.0,0.0
2021-07-14,144.49375275658443,145.92795926693185,144.08396670742601,145.51817321777344,127050800,0.0,0.0
2021-07-15,145.60602078776031,146.34750947636803,143.50836421958925,144.86451721191406,106820300,0.0,0.0
2021-07-16,144.8449961921481,146.1133292004128,142.32781756831105,142.8253936767578,93251400,0.0,0.0
2021-07-19,140.2496710710599,140.56188618036083,138.22031752231123,138.9813232421875,121434600,0.0,0.0
2021-07-20,139.96673149730913,143.51809629152285,139.4789065811411,142.59121704101562,96350000,0.0,0.0
2021-07-21,141.98632105555998,142.57171691870616,141.108242148076,141.85948181152344,74993500,0.0,0.0
2021-07-22,142.38634335455993,144.59130668501456,142.25950410848452,143.22540283203125,77338200,0.0,0.0
2021-07-23,143.9571344380385,145.09864294509043,143.3424702853048,144.94253540039062,71447400,0.0,0.0
2021-07-26,144.65960672609336,146.1816181027515,144.10347916841854,145.36207580566406,72434100,0.0,0.0
2021-07-27,145.48895126026883,145.57677109148528,142.0058878307222,143.19618225097656,104818600,0.0,0.0
2021-07-28,141.28387882976534,143.391286472983,139.06914908747908,141.44973754882812,118931200,0.0,0.0
2021-07-29,141.16677881083731,142.98148812260095,141.0594567321274,142.09364318847656,56699500,0.0,0.0
2021-07-30,140.8643158519786,142.7668298895043,140.6008862507108,142.3082733154297,70440600,0.0,0.0
2021-08-02,142.7961201026742,143.37174997131473,141.71314811709883,141.97657775878906,62880000,0.0,0.0
2021-08-03,142.25946862805236,144.43516311097045,141.6448046038933,143.771728515625,64786600,0.0,0.0
2021-08-04,143.6839649919127,144.191292221281,142.7180662311683,143.3717498779297,56368300,0.0,0.0
2021-08-05,143.40102641721816,144.24008597517638,142.61075233452527,143.4790802001953,46397700,0.0,0.0
2021-08-06,143.00027443873307,143.74287381363573,142.29675296375655,142.79507446289062,54126800,0.22,0.0
2021-08-09,142.85375976308137,143.34231572322156,142.18933081387217,142.74627685546875,48908700,0.0,0.0
2021-08-10,143.0882569205625,144.32919310328901,141.9743500451473,142.26748657226562,69023100,0.0,0.0
2021-08-11,142.70713794603233,143.36180086367284,142.19903578997616,142.521484375,48493500,0.0,0.0
2021-08-12,142.84396383015653,145.6385039280885,142.50196876649986,145.48216247558594,72282600,0.0,0.0
2021-08-13,145.56031813141018,146.01956178212575,144.87634298445295,145.68734741210938,59375000,0.0,0.0
2021-08-16,145.14019753721752,147.72955306203514,143.11758362273994,147.66114807128906,103296000,0.0,0.0
2021-08-17,146.7915040599331,148.20831321235303,145.67759718518755,146.75242614746094,92229700,0.0,0.0
2021-08-18,146.37135309386304,147.27029417589944,142.80488601790597,143.0100860595703,86326000,0.0,0.0
2021-08-19,141.71054055666755,144.61256415166383,141.19267243186096,143.34231567382812,86960300,0.0,0.0
2021-08-20,144.0653382889344,145.10107421090675,143.42044104748524,144.7981719970703,60549600,0.0,0.0
2021-08-23,144.91542102572143,146.75239563031982,144.50503593715925,146.28338623046875,60131800,0.0,0.0
2021-08-24,146.02935786837372,147.40708910674365,145.7362213417673,146.19546508789062,48606400,0.0,0.0
2021-08-25,146.3811188443998,146.8794554129226,144.41712946066949,144.9643096923828,58991300,0.0,0.0
2021-08-26,144.95452843061085,145.70689371393732,144.13374326132688,144.16305541992188,48597200,0.0,0.0
2021-08-27,144.1044769351318,145.34541337865105,143.46936008418646,145.1988525390625,55802400,0.0,0.0
